   n, insertion_cmp, insertion_swaps, insertion_time, Mergesort_cmp, Mergesort_swaps, Mergesort_time, Bubblesort_cmp, Bubblesort_swaps, Bubblesort_time
   0,             0,               0,              1,             1,               0,              1,              0,                0,               0
   1,             0,               0,              0,             1,               0,              1,              0,                0,               0
   2,             1,               0,              1,            10,               2,             40,              4,                0,               2
   3,             3,               1,             39,            21,               5,              3,              6,                1,              26
   4,             4,               1,              1,            34,               8,              4,             15,                1,               1
   5,             8,               4,              1,            50,              12,              3,             19,                3,               1
   6,            11,               6,              1,            64,              16,              4,             32,                6,               1
   7,            16,              10,              1,            81,              20,              5,             38,                9,               1
   8,            20,              13,              1,            94,              24,              8,             55,               13,               3
   9,            26,              18,              2,           111,              29,              7,             63,               17,               2
  10,            28,              19,              1,           133,              34,              4,             84,               19,               2
  11,            30,              20,              1,           147,              39,              7,             94,               20,               2
  12,            33,              22,              1,           161,              44,              4,            119,               22,               2
  13,            34,              22,              1,           177,              49,              4,            131,               22,               2
  14,            42,              29,              1,           202,              54,              4,            160,               29,               2
  15,            51,              37,              1,           221,              59,              4,            174,               36,               2
  16,            62,              47,              2,           238,              64,              9,            207,               45,               5
  17,            78,              62,              3,           260,              70,             10,            223,               53,               7
  18,            91,              74,              2,           275,              76,              6,            260,               64,               3
  19,            96,              78,              2,           297,              82,              8,            278,               68,               4
  20,           110,              91,              2,           325,              88,              8,            319,               81,               4
  21,           128,             108,             11,           349,              94,             17,            339,               91,               8
  22,           131,             110,              6,           363,             100,             13,            384,               97,               9
  23,           132,             110,              4,           377,             106,              8,            406,               97,               5
  24,           154,             131,              3,           400,             112,              7,            455,              113,               5
  25,           176,             152,              3,           419,             118,              9,            479,              125,               6
  26,           189,             164,              3,           441,             124,              8,            532,              142,               6
  27,           213,             187,              4,           459,             130,              8,            558,              155,               6
  28,           235,             208,              4,           493,             136,             13,            615,              174,               7
  29,           250,             222,              4,           513,             142,             11,            643,              188,               7
  30,           266,             237,              5,           533,             148,              8,            704,              209,               8
  31,           275,             245,              5,           550,             154,              9,            734,              217,               9
  32,           286,             255,              5,           568,             160,             13,            799,              232,               9
  33,           312,             280,              5,           593,             167,             12,            831,              248,              10
  34,           342,             309,              6,           622,             174,             11,            900,              271,              11
  35,           373,             339,              7,           640,             181,             12,            934,              288,              12
  36,           385,             350,              7,           669,             188,             10,           1007,              306,              23
  37,           414,             378,             12,           686,             195,             25,           1043,              324,              12
  38,           437,             400,              8,           708,             202,             15,           1120,              351,              85
  39,           457,             419,              8,           736,             209,             11,           1158,              370,              13
  40,           482,             443,              8,           773,             216,             11,           1239,              399,              15
  41,           513,             473,              8,           798,             223,             14,           1279,              419,              14
  42,           535,             494,             86,           809,             230,             16,           1364,              451,              16
  43,           573,             531,              9,           834,             237,             12,           1406,              472,              16
  44,           580,             537,              9,           865,             244,             15,           1495,              487,              17
  45,           618,             574,             10,           887,             251,             13,           1539,              509,              18
  46,           622,             577,             19,           895,             258,             34,           1632,              521,              33
  47,           656,             610,             24,           915,             265,             30,           1678,              544,              31
  48,           692,             645,             23,           943,             272,             29,           1775,              577,              21
  49,           720,             672,             11,           967,             279,             19,           1823,              601,              95
  50,           735,             686,             12,           994,             286,             17,           1924,              625,              22
  51,           776,             726,             12,          1026,             293,             19,           1974,              650,              23
  52,           789,             738,             12,          1038,             300,             17,           2079,              672,              24
  53,           791,             739,             13,          1055,             307,             21,           2131,              673,              25
  54,           832,             779,            147,          1087,             314,             30,           2240,              710,             152
  55,           863,             809,             26,          1110,             321,             43,           2294,              737,             272
  56,           882,             827,             46,          1158,             328,             38,           2407,              766,             214
  57,           896,             840,           1503,          1178,             335,             33,           2463,              779,             243
  58,           906,             849,             24,          1188,             342,             37,           2580,              798,             176
  59,           947,             889,             30,          1225,             349,             37,           2638,              827,             176
  60,           960,             901,             29,          1256,             356,             36,           2759,              849,             112
  61,          1020,             961,             16,          1272,             363,             20,           2819,              879,              90
  62,          1042,             982,             16,          1293,             370,             46,           2944,              908,             119
  63,          1058,             997,             97,          1323,             377,             20,           3006,              923,              91
  64,          1060,             998,             17,          1339,             384,             40,           3135,              932,              92
  65,          1094,            1031,             17,          1367,             392,             22,           3199,              964,              91
  66,          1104,            1040,             17,          1391,             400,             36,           3332,              982,              92
  67,          1130,            1065,             18,          1417,             408,             20,           3398,             1007,              92
  68,          1183,            1117,             18,          1455,             416,             21,           3535,             1048,              94
  69,          1184,            1117,             18,          1469,             424,             22,           3603,             1048,              92
  70,          1225,            1157,              4,          1496,             432,             24,           3744,             1091,             112
  71,          1255,            1186,              6,          1518,             440,             45,           3814,             1120,             162
  72,          1305,            1235,              6,          1554,             448,             47,           3959,             1164,             166
  73,          1375,            1304,              5,          1584,             456,             61,           4031,             1200,             164
  74,          1406,            1334,              6,          1595,             464,             44,           4180,             1240,             168
  75,          1471,            1398,              6,          1619,             472,             44,           4254,             1277,             169
  76,          1539,            1465,              5,          1651,             480,             27,           4407,             1324,              97
  77,          1570,            1495,              4,          1678,             488,             25,           4483,             1354,              94
  78,          1608,            1532,              3,          1710,             496,             30,           4640,             1401,             187
  79,          1650,            1573,              6,          1728,             504,             48,           4718,             1440,             175
  80,          1707,            1629,              7,          1774,             512,             45,           4879,             1491,             174
  81,          1762,            1683,              8,          1797,             520,             52,           4959,             1531,             189
  82,          1808,            1728,              7,          1822,             528,             53,           5124,             1581,              16
  83,          1852,            1771,              8,          1851,             536,             51,           5206,             1622,              17
  84,          1929,            1847,              8,          1871,             544,             49,           5375,             1674,              18
  85,          1976,            1893,              7,          1887,             552,             86,           5459,             1716,              19
  86,          1985,            1901,              8,          1922,             560,             52,           5632,             1736,              18
  87,          2065,            1980,              8,          1969,             568,             53,           5718,             1779,              19
  88,          2115,            2029,              8,          1989,             576,             67,           5895,             1835,              20
  89,          2169,            2082,              9,          2011,             584,             55,           5983,             1879,              19
  90,          2223,            2135,              8,          2042,             592,             59,           6164,             1938,              19
  91,          2267,            2178,              9,          2075,             600,             72,           6254,             1981,              18
  92,          2326,            2236,              7,          2071,             608,             58,           6439,             2041,              19
  93,          2333,            2242,              9,          2096,             616,             60,           6531,             2047,              20
  94,          2426,            2335,              8,          2121,             624,             61,           6720,             2108,              21
  95,          2504,            2412,              8,          2146,             632,             53,           6814,             2155,              23
  96,          2518,            2425,              8,          2175,             640,             65,           7007,             2184,              22
  97,          2576,            2482,             11,          2203,             648,             57,           7103,             2232,              20
  98,          2578,            2483,              8,          2233,             656,             58,           7300,             2250,              22
  99,          2633,            2537,             10,          2267,             664,             52,           7398,             2299,              23
 100,          2660,            2563,              9,          2301,             672,             63,           7599,             2341,              23
 101,          2740,            2642,             10,          2329,             680,             77,           7699,             2391,              24
 102,          2808,            2709,              9,          2359,             688,             58,           7904,             2459,              25
 103,          2812,            2712,             11,          2379,             696,             64,           8006,             2462,              27
 104,          2915,            2815,             11,          2409,             704,             85,           8215,             2532,              24
 105,          2928,            2827,             11,          2436,             712,             61,           8319,             2544,              24
 106,          3010,            2908,             12,          2445,             720,             64,           8532,             2615,              27
 107,          3015,            2912,             12,          2461,             728,             63,           8638,             2619,              25
 108,          3020,            2916,             12,          2511,             736,             65,           8855,             2640,              26
 109,          3115,            3010,             62,          2530,             744,             74,           8963,             2694,              27
 110,          3127,            3021,             12,          2560,             752,             65,           9184,             2721,              27
 111,          3217,            3110,             13,          2574,             760,             70,           9294,             2776,              29
 112,          3246,            3138,             12,          2638,             768,             71,           9519,             2821,              29
 113,          3348,            3239,             12,          2670,             776,             76,           9631,             2877,              28
 114,          3409,            3299,             13,          2684,             784,             72,           9860,             2951,              28
 115,          3513,            3402,             13,          2725,             792,             71,           9974,             3008,              30
 116,          3566,            3454,             13,          2743,             800,             71,          10207,             3078,              31
 117,          3671,            3558,             12,          2772,             808,             69,          10323,             3136,              30
 118,          3686,            3572,             14,          2793,             816,             70,          10560,             3168,              32
 119,          3738,            3623,             13,          2840,             824,             72,          10678,             3219,              32
 120,          3833,            3717,             14,          2859,             832,             75,          10919,             3297,              34
 121,          3883,            3766,             14,          2891,             840,             74,          11039,             3346,              33
 122,          3908,            3790,             14,          2908,             848,             76,          11284,             3387,              34
 123,          3915,            3796,             14,          2949,             856,             75,          11406,             3393,              33
 124,          4000,            3880,             15,          2956,             864,             70,          11655,             3472,              33
 125,          4078,            3957,             14,          2990,             872,             83,          11779,             3534,              36
 126,          4130,            4008,             11,          3023,             880,             41,          12032,             3604,              32
 127,          4193,            4070,             14,          3046,             888,             44,          12158,             3666,              40
 128,          4307,            4183,             14,          3069,             896,             44,          12415,             3749,              32
 129,          4385,            4260,             14,          3099,             905,             43,          12543,             3813,              34
 130,          4498,            4372,             14,          3124,             914,             62,          12804,             3898,              35
 131,          4617,            4490,             15,          3147,             923,             43,          12934,             3963,              34
 132,          4729,            4601,             15,          3181,             932,             46,          13199,             4051,              33
 133,          4836,            4707,             15,          3217,             941,             43,          13331,             4117,              36
 134,          4861,            4731,             15,          3231,             950,             43,          13600,             4165,              35
 135,          4942,            4811,             16,          3274,             959,             44,          13734,             4232,              37
 136,          5034,            4902,             17,          3308,             968,             44,          14007,             4323,              39
 137,          5153,            5020,             16,          3344,             977,             47,          14143,             4391,              37
 138,          5229,            5095,             18,          3357,             986,             45,          14420,             4485,              39
 139,          5242,            5107,             17,          3377,             995,             44,          14558,             4497,              38
 140,          5270,            5134,             16,          3418,            1004,             49,          14839,             4549,              48
 141,          5352,            5215,             37,          3443,            1013,             57,          14979,             4619,              46
 142,          5368,            5230,             15,          3466,            1022,             45,          15264,             4660,              37
 143,          5493,            5354,             17,          3499,            1031,             74,          15406,             4731,              45
 144,          5603,            5463,             19,          3538,            1040,             51,          15695,             4830,              42
 145,          5657,            5516,             20,          3562,            1049,             49,          15839,             4883,              42
 146,          5758,            5616,             19,          3603,            1058,             50,          16132,             4984,              45
 147,          5882,            5739,             20,          3623,            1067,             49,          16278,             5057,              42
 148,          5954,            5810,             18,          3647,            1076,             48,          16575,             5158,              43
 149,          6050,            5905,             19,          3678,            1085,             47,          16723,             5232,              45
 150,          6188,            6042,             19,          3693,            1094,             48,          17024,             5338,              43
 151,          6262,            6115,             20,          3720,            1103,             66,          17174,             5411,              38
 152,          6283,            6135,             21,          3761,            1112,             50,          17479,             5462,              43
 153,          6405,            6256,             23,          3796,            1121,             49,          17631,             5538,              45
 154,          6414,            6264,             23,          3811,            1130,             54,          17940,             5577,              43
 155,          6494,            6343,             22,          3838,            1139,             49,          18094,             5654,              46
 156,          6619,            6467,             21,          3904,            1148,             56,          18407,             5761,              47
 157,          6657,            6504,             21,          3932,            1157,             68,          18563,             5798,              50
 158,          6661,            6507,             23,          3930,            1166,             53,          18880,             5831,              51
 159,          6779,            6624,             22,          3971,            1175,             54,          19038,             5910,              50
 160,          6813,            6657,             21,          4022,            1184,             80,          19359,             5971,              53
 161,          6903,            6746,             23,          4051,            1193,             52,          19519,             6051,              54
 162,          7023,            6865,             22,          4085,            1202,             50,          19844,             6160,              53
 163,          7090,            6931,             23,          4107,            1211,             63,          20006,             6226,              55
 164,          7132,            6972,             23,          4137,            1220,             62,          20335,             6294,              55
 165,          7146,            6985,             21,          4169,            1229,             54,          20499,             6307,              53
 166,          7155,            6993,             23,          4167,            1238,             51,          20832,             6342,              55
 167,          7247,            7084,             24,          4212,            1247,             52,          20998,             6425,              54
 168,          7351,            7187,             45,          4254,            1256,             56,          21335,             6537,              56
 169,          7474,            7309,             27,          4272,            1265,             59,          21503,             6621,              59
 170,          7598,            7432,             25,          4302,            1274,             56,          21844,             6735,              71
 171,          7712,            7545,             23,          4325,            1283,             60,          22014,             6820,              55
 172,          7883,            7716,             25,          4351,            1292,             56,          22359,             6937,              53
 173,          7991,            7823,             27,          4388,            1301,             60,          22531,             7023,              61
 174,          8012,            7843,             26,          4435,            1310,             59,          22880,             7076,              61
 175,          8098,            7928,             26,          4470,            1319,             56,          23054,             7161,              57
 176,          8255,            8084,             26,          4505,            1328,             53,          23407,             7282,              62
 177,          8346,            8174,             25,          4532,            1337,             57,          23583,             7370,              59
 178,          8435,            8262,             26,          4534,            1346,             53,          23940,             7493,              61
 179,          8608,            8434,             27,          4581,            1355,             88,          24118,             7582,              61
 180,          8681,            8506,             27,          4607,            1364,             92,          24479,             7688,              64
 181,          8809,            8633,             27,          4623,            1373,             64,          24659,             7778,              66
 182,          8954,            8777,             28,          4695,            1382,             62,          25024,             7903,              66
 183,          9100,            8922,             29,          4707,            1391,             62,          25206,             7994,              60
 184,          9137,            8958,             29,          4690,            1400,             66,          25575,             8064,              68
 185,          9168,            8988,             31,          4727,            1409,             63,          25759,             8094,              71
 186,          9297,            9116,             31,          4771,            1418,             58,          26132,             8221,              70
 187,          9474,            9292,             32,          4787,            1427,             94,          26318,             8314,              70
 188,          9607,            9424,             32,          4809,            1436,             77,          26695,             8443,              71
 189,          9735,            9551,             31,          4855,            1445,             62,          26883,             8537,              73
 190,          9785,            9600,             30,          4855,            1454,             62,          27264,             8621,              68
 191,          9815,            9629,             31,          4901,            1463,             62,          27454,             8650,              79
 192,          9870,            9683,             37,          4944,            1472,             72,          27839,             8738,              71
 193,          9912,            9724,             31,          4972,            1481,             76,          28031,             8779,              77
 194,         10071,            9882,             34,          4986,            1490,             70,          28420,             8910,              85
 195,         10107,            9917,             36,          5020,            1499,             68,          28614,             8945,              74
 196,         10211,           10020,             38,          5086,            1508,             89,          29007,             9078,              78
 197,         10272,           10080,             34,          5114,            1517,             88,          29203,             9138,              51
 198,         10343,           10150,             21,          5116,            1526,             45,          29600,             9244,              49
 199,         10391,           10197,             21,          5129,            1535,             39,          29798,             9291,              49
 200,         10395,           10200,             21,          5194,            1544,             43,          30199,             9330,              72
 201,         10537,           10341,             31,          5229,            1553,             63,          30399,             9430,              75
 202,         10646,           10449,             32,          5260,            1562,             46,          30804,             9567,              54
 203,         10678,           10480,             24,          5272,            1571,             70,          31006,             9598,              58
 204,         10790,           10591,             41,          5318,            1580,             43,          31415,             9736,              52
 205,         10952,           10752,             22,          5331,            1589,             44,          31619,             9838,              51
 206,         10983,           10782,             22,          5369,            1598,             42,          32032,             9906,              52
 207,         11012,           10810,             22,          5384,            1607,             40,          32238,             9934,              51
 208,         11160,           10957,             23,          5429,            1616,             44,          32655,            10072,              50
 209,         11343,           11139,             23,          5457,            1625,             42,          32863,            10176,              52
 210,         11491,           11286,             70,          5500,            1634,            187,          33284,            10316,              52
 211,         11622,           11416,             24,          5523,            1643,             42,          33494,            10421,              51
 212,         11806,           11599,             30,          5542,            1652,             66,          33919,            10564,              74
 213,         11968,           11760,             25,          5577,            1661,             80,          34131,            10670,              84
 214,         12040,           11831,             50,          5571,            1670,             45,          34560,            10779,              62
 215,         12067,           11857,             25,          5623,            1679,             49,          34774,            10805,              60
 216,         12070,           11859,             25,          5671,            1688,             42,          35207,            10844,              56
 217,         12083,           11871,             25,          5706,            1697,             50,          35423,            10856,             176
 218,         12118,           11905,             38,          5713,            1706,             72,          35860,            10926,              95
 219,         12152,           11938,             37,          5757,            1715,             77,          36078,            10959,              92
 220,         12197,           11982,             39,          5774,            1724,             77,          36519,            11038,              94
 221,         12396,           12180,             41,          5787,            1733,             85,          36739,            11148,             100
 222,         12468,           12251,             46,          5831,            1742,             89,          37184,            11255,             116
 223,         12591,           12373,             44,          5867,            1751,             71,          37406,            11366,              82
 224,         12633,           12414,             39,          5930,            1760,             77,          37855,            11442,              97
 225,         12673,           12453,             40,          5958,            1769,             77,          38079,            11481,              92
 226,         12779,           12558,             39,          5997,            1778,             75,          38532,            11620,              97
 227,         12926,           12704,             39,          6024,            1787,             78,          38758,            11733,              99
 228,         12972,           12749,             41,          6048,            1796,             72,          39215,            11811,              98
 229,         13096,           12872,             41,          6055,            1805,             73,          39443,            11925,             101
 230,         13127,           12902,             39,          6116,            1814,             86,          39904,            11989,             104
 231,         13205,           12979,             41,          6154,            1823,             81,          40134,            12066,             101
 232,         13341,           13114,             42,          6163,            1832,             78,          40599,            12216,             104
 233,         13456,           13228,             40,          6196,            1841,             81,          40831,            12330,             104
 234,         13580,           13351,             41,          6224,            1850,             80,          41300,            12482,             106
 235,         13739,           13509,             41,          6263,            1859,             78,          41534,            12599,             101
 236,         13928,           13697,             38,          6292,            1868,             79,          42007,            12753,             114
 237,         14014,           13782,             47,          6302,            1877,             93,          42243,            12838,             116
 238,         14030,           13797,             45,          6360,            1886,            112,          42720,            12888,             109
 239,         14197,           13963,             43,          6406,            1895,             79,          42958,            13007,             108
 240,         14198,           13963,             42,          6415,            1904,             79,          43439,            13042,             107
 241,         14363,           14127,             42,          6449,            1913,             75,          43679,            13162,             109
 242,         14379,           14142,             42,          6479,            1922,             76,          44164,            13213,             113
 243,         14610,           14372,             47,          6521,            1931,             83,          44406,            13334,             118
 244,         14710,           14471,             45,          6541,            1940,             84,          44895,            13469,             122
 245,         14947,           14707,             46,          6570,            1949,             81,          45139,            13591,             123
 246,         15105,           14864,             48,          6605,            1958,             85,          45632,            13749,             123
 247,         15307,           15065,             48,          6634,            1967,             81,          45878,            13872,             144
 248,         15412,           15169,             49,          6635,            1976,             88,          46375,            14009,             715
 249,         15477,           15233,             48,          6668,            1985,             88,          46623,            14073,             144
 250,         15490,           15245,             50,          6718,            1994,             89,          47124,            14116,             122
 251,         15503,           15257,            502,          6735,            2003,             90,          47374,            14128,             154
 252,         15621,           15374,             49,          6794,            2012,             97,          47879,            14276,             129
 253,         15769,           15521,             48,          6815,            2021,             85,          48131,            14402,             128
 254,         15802,           15553,             48,          6833,            2030,             90,          48640,            14466,             124
 255,         15933,           15683,             48,          6859,            2039,             84,          48894,            14593,             124
 256,         16183,           15932,             48,          6898,            2048,             97,          49407,            14752,             125
 257,         16408,           16156,             49,          6931,            2058,             93,          49663,            14880,             123
 258,         16665,           16412,             56,          6950,            2068,            103,          50180,            15041,             136
 259,         16796,           16542,             55,          6989,            2078,             92,          50438,            15170,             133
 260,         16854,           16599,             55,          6999,            2088,            100,          50959,            15261,             120
 261,         17113,           16857,             49,          7034,            2098,             85,          51219,            15391,             121
 262,         17342,           17085,             48,          7088,            2108,             85,          51744,            15554,             143
 263,         17597,           17339,             48,          7120,            2118,             92,          52006,            15685,             151
 264,         17803,           17544,             60,          7167,            2128,            103,          52535,            15851,             143
 265,         17876,           17616,             63,          7196,            2138,             86,          52799,            15923,             129
 266,         17925,           17664,             54,          7219,            2148,             92,          53332,            16005,             132
 267,         18047,           17785,             53,          7263,            2158,             86,          53598,            16126,             133
 268,         18259,           17996,             54,          7251,            2168,             86,          54135,            16294,             136
 269,         18350,           18086,             58,          7289,            2178,             96,          54403,            16384,             150
 270,         18510,           18245,             60,          7353,            2188,             99,          54944,            16554,             145
 271,         18687,           18421,             59,          7370,            2198,             94,          55214,            16689,             148
 272,         18949,           18682,             59,          7433,            2208,             97,          55759,            16861,             158
 273,         18988,           18720,             43,          7461,            2218,             60,          56031,            16899,              93
 274,         19048,           18779,             60,          7490,            2228,             95,          56580,            16995,             137
 275,         19146,           18876,             56,          7520,            2238,             94,          56854,            17092,            3923
 276,         19338,           19067,             62,          7535,            2248,            109,          57407,            17266,             148
 277,         19443,           19171,             86,          7571,            2258,            138,          57683,            17370,             451
 278,         19464,           19191,             59,          7583,            2268,            102,          58240,            17427,             145
 279,         19523,           19249,             59,          7613,            2278,             97,          58518,            17485,             142
 280,         19673,           19398,             60,          7659,            2288,             94,          59079,            17662,             143
 281,         19787,           19511,             60,          7688,            2298,            106,          59359,            17775,             144
 282,         20023,           19746,             62,          7730,            2308,             94,          59924,            17954,             146
 283,         20118,           19840,             62,          7749,            2318,            100,          60206,            18048,             146
 284,         20314,           20035,             61,          7782,            2328,             94,          60775,            18228,             146
 285,         20320,           20040,             62,          7810,            2338,            102,          61059,            18233,             146
 286,         20573,           20292,             61,          7854,            2348,             96,          61632,            18415,             150
 287,         20582,           20300,             62,          7886,            2358,            100,          61918,            18423,             151
 288,         20603,           20320,             64,          7911,            2368,             99,          62495,            18483,             150
 289,         20724,           20440,             64,          7947,            2378,            139,          62783,            18603,             151
 290,         20929,           20644,             66,          7988,            2388,            100,          63364,            18787,             154
 291,         21152,           20866,             63,          8019,            2398,             99,          63654,            18932,             153
 292,         21410,           21123,             65,          8056,            2408,            101,          64239,            19118,             155
 293,         21682,           21394,             64,          8080,            2418,            132,          64531,            19264,             153
 294,         21843,           21554,             67,          8110,            2428,            110,          65120,            19452,             153
 295,         21889,           21599,             59,          8172,            2438,            250,          65414,            19497,             148
 296,         22050,           21759,             61,          8151,            2448,             96,          66007,            19684,             156
 297,         22113,           21821,             65,          8185,            2458,             91,          66303,            19746,             182
 298,         22281,           21988,             65,          8222,            2468,             98,          66900,            19935,             154
 299,         22519,           22225,             73,          8264,            2478,            103,          67198,            20084,             160
 300,         22660,           22365,             68,          8307,            2488,             97,          67799,            20265,             158
 301,         22837,           22541,             87,          8338,            2498,            139,          68099,            20415,             168
 302,         23000,           22703,            168,          8355,            2508,            119,          68704,            20608,             169
 303,         23234,           22936,             66,          8390,            2518,             59,          69006,            20759,             119
 304,         23500,           23201,             47,          8429,            2528,             56,          69615,            20955,             116
 305,         23716,           23416,             47,          8451,            2538,             58,          69919,            21107,             115
 306,         23835,           23534,             67,          8509,            2548,             91,          70532,            21271,             177
 307,         23868,           23566,             74,          8529,            2558,             98,          70838,            21303,             180
 308,         23956,           23653,             70,          8560,            2568,             77,          71455,            21436,             144
 309,         24159,           23855,             48,          8590,            2578,             56,          71763,            21590,             118
 310,         24283,           23978,             48,          8603,            2588,             59,          72384,            21760,             113
 311,         24463,           24157,             49,          8653,            2598,             56,          72694,            21915,             119
 312,         24640,           24333,             49,          8708,            2608,             56,          73319,            22119,             144
 313,         24713,           24405,             64,          8744,            2618,             96,          73631,            22191,             178
 314,         24913,           24604,             76,          8762,            2628,            115,          74260,            22396,             164
 315,         25215,           24905,             50,          8796,            2638,             58,          74574,            22553,             125
 316,         25412,           25101,             50,          8822,            2648,             57,          75207,            22760,             122
 317,         25450,           25138,             77,          8842,            2658,             73,          75523,            22797,             127
 318,         25563,           25250,             51,          8883,            2668,             58,          76160,            22957,             125
 319,         25664,           25350,             51,          8932,            2678,             57,          76478,            23057,             127
 320,         25723,           25408,             51,          8948,            2688,             73,          77119,            23162,             126
 321,         25726,           25410,             70,          8979,            2698,             58,          77439,            23164,             125
 322,         25838,           25521,             51,          9028,            2708,             58,          78084,            23320,             129
 323,         26112,           25794,             81,          9061,            2718,             94,          78406,            23481,             137
 324,         26117,           25798,             52,          9109,            2728,             60,          79055,            23529,             130
 325,         26323,           26003,             52,          9158,            2738,             60,          79379,            23691,             156
 326,         26505,           26184,             52,          9158,            2748,             61,          80032,            23898,             139
 327,         26575,           26253,             73,          9192,            2758,             94,          80358,            23967,             201
 328,         26701,           26378,             80,          9230,            2768,            103,          81015,            24137,             206
 329,         26782,           26458,             81,          9262,            2778,            100,          81343,            24217,             193
 330,         26802,           26477,             67,          9276,            2788,            152,          82004,            24280,             134
 331,         27120,           26794,             54,          9327,            2798,             64,          82334,            24445,             154
 332,         27125,           26798,             54,          9288,            2808,             64,          82999,            24494,             136
 333,         27374,           27046,             54,          9336,            2818,             70,          83331,            24660,             139
 334,         27404,           27075,             54,          9419,            2828,             63,          84000,            24734,             137
 335,         27492,           27162,             77,          9439,            2838,             62,          84334,            24821,             140
 336,         27510,           27179,             54,          9496,            2848,             64,          85007,            24882,             139
 337,         27759,           27427,            168,          9539,            2858,            104,          85343,            25050,             219
 338,         27898,           27565,             87,          9547,            2868,            111,          86020,            25233,             229
 339,         27964,           27630,             87,          9582,            2878,            108,          86358,            25298,             229
 340,         28161,           27826,             56,          9608,            2888,             66,          87039,            25513,             146
 341,         28339,           28003,             77,          9620,            2898,             64,          87379,            25683,             142
 342,         28539,           28202,             56,          9657,            2908,             63,          88064,            25901,             149
 343,         28844,           28506,             57,          9699,            2918,             64,          88406,            26072,             144
 344,         28864,           28525,             57,          9743,            2928,             64,          89095,            26139,             144
 345,         28870,           28530,             74,          9780,            2938,             64,          89439,            26144,             147
 346,         29148,           28807,             57,          9812,            2948,             64,          90132,            26364,             145
 347,         29470,           29128,             58,          9845,            2958,             64,          90478,            26537,             149
 348,         29595,           29252,             75,          9883,            2968,             65,          91175,            26710,             148
 349,         29832,           29488,             59,          9908,            2978,             64,          91523,            26884,             148
 350,         30163,           29818,             59,          9935,            2988,             64,          92224,            27109,             148
 351,         30196,           29850,             59,          9999,            2998,             72,          92574,            27141,             150
 352,         30502,           30155,             80,          9999,            3008,             65,          93279,            27368,             152
 353,         30661,           30313,             74,         10039,            3018,            108,          93631,            27526,             157
 354,         30999,           30650,             61,         10088,            3028,             66,          94340,            27751,             155
 355,         31235,           30885,             87,         10108,            3038,             65,          94694,            27928,             154
 356,         31469,           31118,             62,         10111,            3048,             65,          95407,            28155,             154
 357,         31496,           31144,             62,         10148,            3058,             73,          95763,            28181,             157
 358,         31581,           31228,             62,         10197,            3068,             67,          96480,            28315,             156
 359,         31903,           31549,             63,         10249,            3078,             65,          96838,            28494,             158
 360,         31975,           31620,             63,         10264,            3088,             68,          97559,            28615,            1187
 361,         32202,           31846,            194,         10299,            3098,            110,          97919,            28795,             238
 362,         32492,           32135,             99,         10323,            3108,            113,          98644,            29027,             250
 363,         32704,           32346,            107,         10327,            3118,            123,          99006,            29208,             238
 364,         33028,           32669,             99,         10457,            3128,             73,          99735,            29442,             167
 365,         33065,           32705,             89,         10471,            3138,             67,         100099,            29478,             163
 366,         33324,           32963,             65,         10479,            3148,             71,         100832,            29713,             160
 367,         33516,           33154,             66,         10522,            3158,             71,         101198,            29896,             162
 368,         33529,           33166,             89,         10509,            3168,           3592,         101935,            29961,             280
 369,         33717,           33353,            120,         10536,            3178,             98,         102303,            30145,             276
 370,         33913,           33548,            105,         10562,            3188,             98,         103044,            30384,             215
 371,         33997,           33631,             67,         10590,            3198,             57,         103414,            30467,             167
 372,         34205,           33838,             88,         10628,            3208,             54,         104159,            30708,             170
 373,         34466,           34098,             67,         10682,            3218,             61,         104531,            30894,             251
 374,         34522,           34153,            112,         10725,            3228,            133,         105280,            31006,             289
 375,         34531,           34161,             68,         10722,            3238,             70,         105654,            31014,             172
 376,         34589,           34218,             90,         10777,            3248,             70,         106407,            31127,             172
 377,         34803,           34431,            102,         10812,            3258,            167,         106783,            31315,             225
 378,         35062,           34689,             69,         10868,            3268,             77,         107540,            31560,             179
 379,         35257,           34883,             79,         10886,            3278,            205,         107918,            31749,             278
 380,         35567,           35192,            104,         10887,            3288,             97,         108679,            31997,             268
 381,         35938,           35562,            122,         10889,            3298,             91,         109059,            32187,             199
 382,         36039,           35662,             71,         10971,            3308,             57,         109824,            32347,             179
 383,         36421,           36043,             91,         11010,            3318,             89,         110206,            32538,             180
 384,         36746,           36367,            132,         11018,            3328,             98,         110975,            32789,             304
 385,         36972,           36592,            114,         11052,            3338,             99,         111359,            32981,             280
 386,         37178,           36797,            102,         11108,            3348,            122,         112132,            33235,             267
 387,         37310,           36928,            112,         11151,            3358,            123,         112518,            33366,             266
 388,         37429,           37046,            107,         11139,            3368,             76,         113295,            33546,             208
 389,         37507,           37123,             74,         11167,            3378,             76,         113683,            33623,             263
 390,         37838,           37453,             83,         11218,            3388,             79,         114464,            33879,             180
 391,         37984,           37598,             74,         11253,            3398,             58,         114854,            34024,             180
 392,         38182,           37795,             93,         11305,            3408,             58,         115639,            34280,             182
 393,         38499,           38111,            101,         11335,            3418,             90,         116031,            34476,             302
